X,Y,Score,Match_addr,ICO,ZNACKA,NAZEV,ULICE,PSC,MESTO,OKRES,KRAJ,rok,addr,ul
-688354.166299999,-1056838.8346,100,"Karlovo náměstí 89, Kolín 28002",26230071,Dr.Max,Dr.Max LÉKÁRNA,Karlovo náměstí 89,28002,Kolín,,,2015,"Karlovo náměstí 89, Kolín 28002",Karlovo
-688354.166299999,-1056838.8346,100,"Karlovo náměstí 89, Kolín 28002",49621173,EUROPHARM,"EUROPHARM a.s., Lékárna U ČERNÉHO ORLA",Karlovo náměstí 89,28002,Kolín,Kolín,Středočeský kraj,2007,"Karlovo náměstí 89, Kolín 28002",Karlovo
-729028.949000001,-1029249.2301,100,"Turenská 565, Kostelec nad Labem 27713",26230071,Dr.Max,Dr.Max LÉKÁRNA,Turenská 565,27713,Kostelec nad Labem,,,2015,"Turenská 565, Kostelec nad Labem 27713",Turenská
-729028.949000001,-1029249.2301,100,"Turenská 565, Kostelec nad Labem 27713",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Lékárna Kostelec",Turenská 565,27713,Kostelec nad Labem,Mělník,Středočeský kraj,2007,"Turenská 565, Kostelec nad Labem 27713",Turenská
-771819.679299999,-1054256.3925,100,"Plzeňská 396, Králův Dvůr 26701",26230071,Dr.Max,Dr.Max LÉKÁRNA,Plzeňská 396,26701,Králův Dvůr,,,2015,"Plzeňská 396, Králův Dvůr 26701",Plzeňská
-771819.679299999,-1054256.3925,100,"Plzeňská 396, Králův Dvůr 26701",27135292,,Lékárna Medinila s.r.o.,Plzeňská 396,26701,Králův Dvůr,Beroun,Středočeský kraj,2007,"Plzeňská 396, Králův Dvůr 26701",Plzeňská
-687802.435899999,-1093945.3777,100,"Habrecká 450, Ledeč nad Sázavou 58401",26230071,Dr.Max,Dr.Max LÉKÁRNA,Habrecká 450,58401,Ledeč nad Sázavou,,,2015,"Habrecká 450, Ledeč nad Sázavou 58401",Habrecká
-687802.435899999,-1093945.3777,100,"Habrecká 450, Ledeč nad Sázavou 58401",26006669,,"Lékárna Media, s.r.o.",Habrecká 450,58401,Ledeč nad Sázavou,Havlíčkův Brod,Vysočina,2007,"Habrecká 450, Ledeč nad Sázavou 58401",Habrecká
-755328.157699998,-990844.432399999,100,"Na Kocandě 2201, Litoměřice 41201",26230071,Dr.Max,Dr.Max LÉKÁRNA,Na Kocandě 2201/35,41201,Litoměřice,,,2015,"Na Kocandě 2201, Litoměřice 41201",Na
-755328.157699998,-990844.432399999,100,"Na Kocandě 35, Litoměřice 41201",26306662,BRL Center CZ,"BRL Center CZ s.r.o., A lékárna v Kauflandu",Na Kocandě 35/2201,41201,Litoměřice,Litoměřice,Ústecký kraj,2007,"Na Kocandě 35, Litoměřice 41201",Na
-756343.657499999,-990606.233800001,100,"Palachova 9, Litoměřice 41201",26230071,Dr.Max,Dr.Max LÉKÁRNA,Palachova 9,41201,Litoměřice,,,2015,"Palachova 9, Litoměřice 41201",Palachova
-756343.657499999,-990606.233800001,100,"Palachova 779, Litoměřice 41201",68963050,,Lékárna U Kina,Palachova 779/9,41201,Litoměřice,Litoměřice,Ústecký kraj,2007,"Palachova 779, Litoměřice 41201",Palachova
-756725.444899999,-990513.151000001,100,"U Katovny 2023, Litoměřice 41201",25839136,Plzeňská lékárna,U Katovny,U Katovny 2023/1,41201,Litoměřice,,,2015,"U Katovny 2023, Litoměřice 41201",U
-756725.444899999,-990513.151000001,100,"U Katovny 1, Litoměřice 41201",62769685,,Lékárna U Katovny,U Katovny 1,41201,Litoměřice,Litoměřice,Ústecký kraj,2007,"U Katovny 1, Litoměřice 41201",U
-611311.975699998,-1083620.3786,100,"Smetanovo náměstí 122, Litomyšl 57001",49621173,BENU,BENU Lékárna,Smetanovo náměstí 122,57001,Litomyšl,,,2015,"Smetanovo náměstí 122, Litomyšl 57001",Smetanovo
-611311.975699998,-1083620.3786,100,"Smetanovo náměstí 122, Litomyšl 57001",47490403,,Lékárna U anděla strážce,Smetanovo náměstí 122,57001,Litomyšl,Svitavy,Pardubický kraj,2007,"Smetanovo náměstí 122, Litomyšl 57001",Smetanovo
-711374.127700001,-1034634.1345,100,"Masarykova 1102, Lysá nad Labem 28922",26230071,Dr.Max,Dr.Max LÉKÁRNA,Masarykova 1102,28922,Lysá nad Labem,,,2015,"Masarykova 1102, Lysá nad Labem 28922",Masarykova
-711374.127700001,-1034634.1345,100,"Masarykova 1102, Lysá nad Labem 28922",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Lékárna U výstaviště",Masarykova 1102,28922,Lysá nad Labem,Nymburk,Středočeský kraj,2007,"Masarykova 1102, Lysá nad Labem 28922",Masarykova
-866697.5471,-1038199.5901,100,"Tyršova 243, Mariánské Lázně 35301",49621173,BENU,BENU Lékárna,Tyršova 243/1,35301,Mariánské Lázně,,,2015,"Tyršova 243, Mariánské Lázně 35301",Tyršova
-866697.5471,-1038199.5901,100,"Tyršova 1, Mariánské Lázně 35301",47721740,,Lékárna Alma,Tyršova 1,35301,Mariánské Lázně,Cheb,Karlovarský kraj,2007,"Tyršova 1, Mariánské Lázně 35301",Tyršova
-756763.187800001,-1112288.006,100,"Za Krejcárkem 150, Milevsko 39901",26230071,Dr.Max,Dr.Max LÉKÁRNA,Za Krejcárkem 150,39901,Milevsko,,,2015,"Za Krejcárkem 150, Milevsko 39901",Za
-756763.187800001,-1112288.006,100,"Za Krejcárkem 150, Milevsko 39901",60082275,,Lékárna U polikliniky,Za Krejcárkem 150,39901,Milevsko,Písek,Jihočeský kraj,2007,"Za Krejcárkem 150, Milevsko 39901",Za
-703314.6382,-1010194.5843,100,"U stadionu 1234, Mladá Boleslav 29301",49621173,BENU,BENU Lékárna,U Stadionu 1234,29301,Mladá Boleslav,,,2015,"U Stadionu 1234, Mladá Boleslav 29301",U
-703314.6382,-1010194.5843,100,"U stadionu 1234, Mladá Boleslav 29301",26512297,,"REGINNA PHARMA CZ a.s., Lékárna VERA",U stadionu 1234,29301,Mladá Boleslav,Mladá Boleslav,Středočeský kraj,2007,"U stadionu 1234, Mladá Boleslav 29301",U
-791579.588,-989856.5557,88,"tř. Budovatelů 1877, Most 43401",26230071,Dr.Max,Dr.Max LÉKÁRNA,Budovatelů 1877,43401,Most,,,2015,"Budovatelů 1877, Most 43401",Budovatelů
-791579.588,-989856.5557,88,"tř. Budovatelů 1877, Most 43401",61537535,,"LAMED, s.r.o., Lékárna Rozkvět",Budovatelů 1877,43401,Most,Most,Ústecký kraj,2007,"Budovatelů 1877, Most 43401",Budovatelů
-790772.878400002,-990754.151299998,100,"Lipová 807, Most 43401",26230071,Dr.Max,Dr.Max LÉKÁRNA,Lipová 807/14,43401,Most,,,2015,"Lipová 807, Most 43401",Lipová
-790772.878400002,-990754.151299998,100,"Lipová 807, Most 43401",25762737,,"MP VALCO, s.r.o., Lékárna KAHAN",Lipová 807,43401,Most,Most,Ústecký kraj,2007,"Lipová 807, Most 43401",Lipová
-811331.9375,-1100124.7454,90,"Na Vinici III. 487, Nepomuk 33501",26230071,Dr.Max,Dr.Max LÉKÁRNA,Na Vinici 487,33501,Nepomuk,,,2015,"Na Vinici 487, Nepomuk 33501",Na
-811331.9375,-1100124.7454,90,"Na Vinici III. 487, Nepomuk 33501",25216791,Devětsil JST,"Devětsil JST s.r.o., Lékárna",Na Vinici 487,33501,Nepomuk,Plzeň-jih,Plzeňský kraj,2007,"Na Vinici 487, Nepomuk 33501",Na
-616671.753400002,-1029296.441,100,"T. G. Masaryka 46, Nové Město nad Metují 54901",26230071,Dr.Max,Dr.Max LÉKÁRNA,T. G. Masaryka 46,54901,Nové Město nad Metují,,,2015,"T. G. Masaryka 46, Nové Město nad Metují 54901",T.
-616671.753400002,-1029296.441,100,"T. G. Masaryka 46, Nové Město nad Metují 54901",48648159,,Lékárna,T. G. Masaryka 46,54901,Nové Město nad Metují,Náchod,Královéhradecký kraj,2007,"T. G. Masaryka 46, Nové Město nad Metují 54901",T.
-723346.999699999,-970213.000399999,100,"Dvořákova 385, Nový Bor 47301",26230071,Dr.Max,Dr.Max LÉKÁRNA,Dvořákova 385,47301,Nový Bor,,,2015,"Dvořákova 385, Nový Bor 47301",Dvořákova
-723346.999699999,-970213.000399999,100,"Dvořákova 385, Nový Bor 47301",48287423,,Lékárna Lužická,Dvořákova 385,47301,Nový Bor,Česká Lípa,Liberecký kraj,2007,"Dvořákova 385, Nový Bor 47301",Dvořákova
-835148.999600001,-1071674.0019,100,"Masarykovo náměstí 516, Nýřany 33023",49621173,BENU,BENU Lékárna,Masarykovo náměstí 516,33023,Nýřany,,,2015,"Masarykovo náměstí 516, Nýřany 33023",Masarykovo
-835148.999600001,-1071674.0019,100,"Masarykovo náměstí 516, Nýřany 33023",72227052,,Lékárna U zlatého hada,Masarykovo náměstí 516,33023,Nýřany,Plzeň-sever,Plzeňský kraj,2007,"Masarykovo náměstí 516, Nýřany 33023",Masarykovo
-549006.9712,-1123348.1052,100,"Kafkova 8, Olomouc 77900",49621173,BENU,BENU Lékárna,Kafkova 8,77900,Olomouc,,,2015,"Kafkova 8, Olomouc 77900",Kafkova
-549006.9712,-1123348.1052,100,"Kafkova 8, Olomouc 77900",27213030,,"LAVITURA a.s., Lékárna Haná",Kafkova 8,77900,Olomouc,Olomouc,Olomoucký kraj,2007,"Kafkova 8, Olomouc 77900",Kafkova
-549083.931299999,-1120416.5088,100,"Pražská 248, Olomouc 77900",26230071,Dr.Max,Dr.Max LÉKÁRNA,Pražská 248/39,77900,Olomouc,,,2015,"Pražská 248, Olomouc 77900",Pražská
-549083.931299999,-1120416.5088,100,"Pražská 39, Olomouc 77900",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Globus Olomouc",Pražská 39/248,77900,Olomouc,Olomouc,Olomoucký kraj,2007,"Pražská 39, Olomouc 77900",Pražská
-496810.240499999,-1087658.0849,100,"Horní náměstí 145, Opava 74601",49621173,BENU,BENU Lékárna,Horní náměstí 145/35,74601,Opava,,,2015,"Horní náměstí 145, Opava 74601",Horní
-496810.240499999,-1087658.0849,100,"Horní náměstí 35, Opava 74601",25902423,,"Lékárna U Divadla, s.r.o.",Horní náměstí 35/145,74601,Opava,Opava,Moravskoslezský kraj,2007,"Horní náměstí 35, Opava 74601",Horní
-496827.044500001,-1087922.6495,96.25,"Ostrožná 247, Opava 74601",49621173,BENU,BENU Lékárna,Ostrožná 27,74601,Opava,,,2015,"Ostrožná 27, Opava 74601",Ostrožná
-496827.044500001,-1087922.6495,96.25,"Ostrožná 247, Opava 74601",70957355,,Lékárna MG Medical Center,Ostrožná 27,74601,Opava,Opava,Moravskoslezský kraj,2007,"Ostrožná 27, Opava 74601",Ostrožná
-844027.286200002,-1003291.0939,100,"Hroznětínská 350, Ostrov 36301",49621173,BENU,BENU Lékárna,Hroznětínská 350,36301,Ostrov,,,2015,"Hroznětínská 350, Ostrov 36301",Hroznětínská
-844027.286200002,-1003291.0939,100,"Hroznětínská 350, Ostrov 36301",26343738,,"Lékárna PINIE s.r.o., Lékárna Na Poliklinice",Hroznětínská 350,36301,Ostrov,Karlovy Vary,Karlovarský kraj,2007,"Hroznětínská 350, Ostrov 36301",Hroznětínská
-843475.5264,-1003436.7736,100,"Lidická 1286, Ostrov 36301",49621173,BENU,BENU Lékárna,Lidická 1286,36301,Ostrov,,,2015,"Lidická 1286, Ostrov 36301",Lidická
-843475.5264,-1003436.7736,100,"Lidická 1286, Ostrov 36301",26343738,,Lékárna PINIE s.r.o.,Lidická 1286,36301,Ostrov,Karlovy Vary,Karlovarský kraj,2007,"Lidická 1286, Ostrov 36301",Lidická
-647140.692200001,-1061192.5336,100,"Jiřího z Poděbrad 2593, Pardubice 53002",26230071,Dr.Max,Dr.Max LÉKÁRNA,Jiřího z Poděbrad 2593,53002,Pardubice,,,2015,"Jiřího z Poděbrad 2593, Pardubice 53002",Jiřího
-647140.692200001,-1061192.5336,100,"Jiřího z Poděbrad 2593, Pardubice 53002",26855500,,"DP Pharma, s.r.o., Lékárna U krále Jiříka",Jiřího z Poděbrad 2593,53002,Pardubice,Pardubice,Pardubický kraj,2007,"Jiřího z Poděbrad 2593, Pardubice 53002",Jiřího
-648757.9056,-1058378.2715,100,"Poděbradská 293, Pardubice 53009",26230071,Dr.Max,Dr.Max LÉKÁRNA,Poděbradská 293,53009,Pardubice,,,2015,"Poděbradská 293, Pardubice 53009",Poděbradská
-648757.555399999,-1058378.4087,NA,,27145131,Eurolékárna,"Eurolékárna,s.r.o., Globus",Poděbradská 293,53002,Pardubice,Pardubice,Pardubický kraj,2007,"Poděbradská 293, Pardubice 53002",Poděbradská
-695092.436000001,-1122785.1565,100,"Svatovítské náměstí 880, Pelhřimov 39301",49621173,BENU,BENU Lékárna,Svatovítské náměstí 880,39301,Pelhřimov,,,2015,"Svatovítské náměstí 880, Pelhřimov 39301",Svatovítské
-695092.436000001,-1122785.1565,100,"Svatovítské náměstí 880, Pelhřimov 39301",61775916,ALIPEX,"ALIPEX s.r.o., Lékárna U Sv. Víta",Svatovítské náměstí 880,39301,Pelhřimov,Pelhřimov,Vysočina,2007,"Svatovítské náměstí 880, Pelhřimov 39301",Svatovítské
-822652.566399999,-1068364.0716,100,"Karlovarská 298, Plzeň 30100",25839136,Plzeňská lékárna,DIA lékárna,Karlovarská 298/30,30100,Plzeň,,,2015,"Karlovarská 298, Plzeň 30100",Karlovarská
-822661.340599999,-1068362.5939,NA,,26367700,,"Plzeňská lékárna k.s., Dia lékárna",Karlovarská tř. 30,30100,Plzeň,Plzeň-město,Plzeňský kraj,2007,"Karlovarská tř. 30, Plzeň 30100",Karlovarská
-822893.096799999,-1071457.8405,100,"Klostermannova 1219, Plzeň 30100",25839136,Plzeňská lékárna,Modrá lékárna,Klostermannova 1219/12,30100,Plzeň,,,2015,"Klostermannova 1219, Plzeň 30100",Klostermannova
-822828.976100001,-1071470.7857,94,"Klostermannova 1327, Plzeň 30100",26367700,,"Plzeňská lékárna k.s., Modrá lékárna",Klostermannova 12,30100,Plzeň,Plzeň-město,Plzeňský kraj,2007,"Klostermannova 12, Plzeň 30100",Klostermannova
-822311.335299999,-1069119.7819,100,"Lochotínská 1108, Plzeň 30100",25216791,Devětsil JST,Lékárna Rondel,Lochotínská 1108/18,30100,Plzeň,,,2015,"Lochotínská 1108, Plzeň 30100",Lochotínská
-822556.746599998,-1068754.0349,96.25,"Lochotínská 184, Plzeň 30100",25226363,,"PRIMA PHARMACY s.r.o., Lékárna Penelopé",Lochotínská 18,30100,Plzeň,Plzeň-město,Plzeňský kraj,2007,"Lochotínská 18, Plzeň 30100",Lochotínská
-819733.879799999,-1075326.0325,100,"Písecká 972, Plzeň 32600",49621173,BENU,BENU Lékárna,"Písecká 972/1, OC Olympia",32600,Plzeň,,,2015,"Písecká 972, Plzeň 32600",Písecká
-819733.105900001,-1075325.1685,NA,,27213030,,"LAVITURA a.s., Lékárna U Radyně",Písecká 972,30100,Plzeň,Plzeň-město,Plzeňský kraj,2007,"Písecká 972, Plzeň 30100",Písecká
-820778.459100001,-1069983.8048,100,"Rokycanská 2656, Plzeň 30100",49621173,BENU,BENU Lékárna,Rokycanská 2656/2,30100,Plzeň,,,2015,"Rokycanská 2656, Plzeň 30100",Rokycanská
-820778.459100001,-1069983.8048,100,"Rokycanská 2, Plzeň 30100",27145131,Eurolékárna,"Eurolékárna s.r.o., Lékárna",Rokycanská 2,30100,Plzeň,Plzeň-město,Plzeňský kraj,2007,"Rokycanská 2, Plzeň 30100",Rokycanská
-821612.768100001,-1071379.7351,100,"Slovanská 1238, Plzeň 32600",25839136,Plzeňská lékárna,Liliová lékárna,Slovanská 1238/69,32600,Plzeň,,,2015,"Slovanská 1238, Plzeň 32600",Slovanská
-818049.0407,-1069015.3696,NA,,26367700,,"Plzeňská lékárna k.s., Liliová lékárna",Slovanská tř. 69,32600,Plzeň,Plzeň-město,Plzeňský kraj,2007,"Slovanská tř. 69, Plzeň 32600",Slovanská
-789365.154100001,-1157196.5867,100,"Primátorská 1196, Prachatice 38301",49621173,BENU,BENU Lékárna,Primátorská 1196,38301,Prachatice,,,2015,"Primátorská 1196, Prachatice 38301",Primátorská
-789365.154100001,-1157196.5867,100,"Primátorská 1196, Prachatice 38301",61775916,ALIPEX,"ALIPEX s.r.o., Lékárna Čtyřlístek Primátorská",Primátorská 1196,38301,Prachatice,Prachatice,Jihočeský kraj,2007,"Primátorská 1196, Prachatice 38301",Primátorská
-789476.356600001,-1156931.746,100,"Vodňanská 51, Prachatice 38301",26230071,Dr.Max,Dr.Max LÉKÁRNA,Vodňanská 51,38301,Prachatice,,,2015,"Vodňanská 51, Prachatice 38301",Vodňanská
-789476.356600001,-1156931.746,100,"Vodňanská 51, Prachatice 38301",60097507,,Lékárna U Bílého Lva,Vodňanská 51,38301,Prachatice,Prachatice,Jihočeský kraj,2007,"Vodňanská 51, Prachatice 38301",Vodňanská
-742977.997499999,-1043526.0006,100,"Národní 417, Praha 11000",26230071,Dr.Max,Dr.Max LÉKÁRNA,Národní 417/35,11000,Praha 1,,,2015,"Národní 417, Praha 11000",Národní
-742855.999600001,-1043502.0016,96.25,"Národní 365, Praha 11000",49280058,,Lékárna U Zlatého hada,Národní 35,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"Národní 35, Praha 11000",Národní
-742312.997099999,-1042612.0003,100,"Revoluční 765, Praha 11000",26230071,Dr.Max,Dr.Max LÉKÁRNA,Revoluční 765/19,11000,Praha 1,,,2015,"Revoluční 765, Praha 11000",Revoluční
-742312.997099999,-1042612.0003,100,"Revoluční 19, Praha 11000",49621173,EUROPHARM,"EUROPHARM a.s., Lékárna Revoluční",Revoluční 19/765,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"Revoluční 19, Praha 11000",Revoluční
-742059.198600002,-1043030.9315,100,"V celnici 10, Praha 11000",26230071,Dr.Max,Dr.Max LÉKÁRNA,V Celnici 10,11000,Praha 1,,,2015,"V Celnici 10, Praha 11000",V
-742059.198600002,-1043030.9315,100,"V celnici 10, Praha 11000",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Millenium Plaza",V Celnici 10,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"V Celnici 10, Praha 11000",V
-742571.999600001,-1043671.0048,100,"Vodičkova 40, Praha 11000",26230071,Dr.Max,Dr.Max LÉKÁRNA,Vodičkova 40,11000,Praha 1,,,2015,"Vodičkova 40, Praha 11000",Vodičkova
-742571.999600001,-1043671.0048,100,"Vodičkova 40, Praha 11000",26763966,,"Lekia a.s., Lékárna Vodičkova",Vodičkova 40,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"Vodičkova 40, Praha 11000",Vodičkova
-736707.5145,-1045722.5203,100,"Přetlucká 3295, Praha 10000",26230071,Dr.Max,Dr.Max LÉKÁRNA,Přetlucká 3295/50,10000,Praha 10,,,2015,"Přetlucká 3295, Praha 10000",Přetlucká
-736707.5145,-1045722.5203,100,"Přetlucká 50, Praha 10000",49687832,,"Avicenum s.r.o., Lékárna TESCO Skalka",Přetlucká 50/3295,10000,Praha 10,Praha 10,Hl. m. Praha,2007,"Přetlucká 50, Praha 10000",Přetlucká
-736836.7544,-1045993.8042,100,"Rubensova 2238, Praha 10000",49621173,BENU,BENU Lékárna,Rubensova 2238,10000,Praha 10,,,2015,"Rubensova 2238, Praha 10000",Rubensova
-736836.7544,-1045993.8042,100,"Rubensova 2238, Praha 10000",26512297,,"REGINNA PHARMA CZ a.s., Lékárna Skalka",Rubensova 2238,10000,Praha 10,Praha 10,Hl. m. Praha,2007,"Rubensova 2238, Praha 10000",Rubensova
-741727.999400001,-1043935.0056,100,"Italská 37, Praha 12000",25319141,Agel,LÉKÁRNA AGEL,Italská 37,12000,Praha 2,,,2015,"Italská 37, Praha 12000",Italská
-741727.999400001,-1043935.0056,100,"Italská 37, Praha 12000",25936115,,"KaN 7 s.r.o., Lékárna Helénská",Italská 37/560,12000,Praha 2,Praha 2,Hl. m. Praha,2007,"Italská 37, Praha 12000",Italská
-742256.605900001,-1044418.3219,100,"Jugoslávská 9, Praha 12000",49621173,BENU,BENU Lékárna,Jugoslávská 9,12000,Praha 2,,,2015,"Jugoslávská 9, Praha 12000",Jugoslávská
-742256.605900001,-1044418.3219,100,"Jugoslávská 9, Praha 12000",27405524,,Vilímova lékárna s.r.o.,Jugoslávská 9/1,12000,Praha 2,Praha 2,Hl. m. Praha,2007,"Jugoslávská 9, Praha 12000",Jugoslávská
-742569.738299999,-1044489.8314,100,"Kateřinská 34, Praha 12000",49621173,BENU,BENU Lékárna,Kateřinská 34,12000,Praha 2,,,2015,"Kateřinská 34, Praha 12000",Kateřinská
-742569.738299999,-1044489.8314,100,"Kateřinská 34, Praha 12000",27086224,,"G-FAM s.r.o., Lékárna Kateřinská",Kateřinská 34/1476,12000,Praha 2,Praha 2,Hl. m. Praha,2007,"Kateřinská 34, Praha 12000",Kateřinská
-740161.996800002,-1044478.0022,100,"Vinohradská 1784, Praha 13000",49621173,BENU,BENU Lékárna,Vinohradská 1784/2,13000,Praha 3,,,2015,"Vinohradská 1784, Praha 13000",Vinohradská
-740161.996800002,-1044478.0022,100,"Vinohradská 134, Praha 13000",25601911,,"MEDIMAX a.s., Lékárna Na Floře",Vinohradská 134/1784,13000,Praha 3,Praha 3,Hl. m. Praha,2007,"Vinohradská 134, Praha 13000",Vinohradská
-741664.9947,-1047684.0014,100,"Budějovická 1126, Praha 14000",26230071,Dr.Max,Dr.Max LÉKÁRNA,Budějovická 1126/9,14000,Praha 4,,,2015,"Budějovická 1126, Praha 14000",Budějovická
-741664.9947,-1047684.0014,100,"Budějovická 9, Praha 14000",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Lékárna SIRIUS",Budějovická 9/1126,14000,Praha 4,Praha 4,Hl. m. Praha,2007,"Budějovická 9, Praha 14000",Budějovická
-741718.9954,-1045768.0045,100,"Čestmírova 363, Praha 14000",26230071,Dr.Max,Dr.Max LÉKÁRNA,Čestmírova 363/1,14000,Praha 4,,,2015,"Čestmírova 363, Praha 14000",Čestmírova
-741718.9954,-1045768.0045,100,"Čestmírova 1, Praha 14000",70101345,,Lékárna U Zlaté koruny,Čestmírova 1,14000,Praha 4,Praha 4,Hl. m. Praha,2007,"Čestmírova 1, Praha 14000",Čestmírova
-742048.996300001,-1048189.0025,100,"Krčská 1079, Praha 14000",26230071,Dr.Max,Dr.Max LÉKÁRNA,Krčská 1079/59,14000,Praha 4,,,2015,"Krčská 1079, Praha 14000",Krčská
-742067.509500001,-1048189.7719,100,"Krčská 59, Praha 14000",26438062,,"E-lékárny, a.s., Lékárna Krčská",Krčská 59/1079,14000,Praha 4,Praha 4,Hl. m. Praha,2007,"Krčská 59, Praha 14000",Krčská
-741028.116500001,-1047586.3138,100,"Želetavská 1447, Praha 14000",49621173,BENU,BENU Lékárna,Želetavská 1447/5,14000,Praha 4,,,2015,"Želetavská 1447, Praha 14000",Želetavská
-741028.116500001,-1047586.3138,100,"Želetavská 5, Praha 14000",27086224,,"G-FAM s.r.o., Lékárna BB Centrum",Želetavská 5/1447,14000,Praha 4,Praha 4,Hl. m. Praha,2007,"Želetavská 5, Praha 14000",Želetavská
-744045.806299999,-1045436.03,96.25,"Nádražní 280, Praha 15000",26230071,Dr.Max,Dr.Max LÉKÁRNA,Nádražní 20/286,15000,Praha 5,,,2015,"Nádražní 20, Praha 15000",Nádražní
-744045.806299999,-1045436.03,96.25,"Nádražní 280, Praha 15000",26438062,,"E-lékárny, a.s., Lékárna U Nádraží",Nádražní 20/286,15000,Praha 5,Praha 5,Hl. m. Praha,2007,"Nádražní 20, Praha 15000",Nádražní
-744278.994899999,-1044579.0024,100,"Plzeňská 344, Praha 15000",49621173,BENU,BENU Lékárna,Plzeňská 344/1,15000,Praha 5,,,2015,"Plzeňská 344, Praha 15000",Plzeňská
-744278.994899999,-1044579.0024,100,"Plzeňská 344, Praha 15000",43657176,,Lékárna Zlatý Anděl,Plzeňská 344,15000,Praha 5,Praha 5,Hl. m. Praha,2007,"Plzeňská 344, Praha 15000",Plzeňská
-744462.0299,-1044524.9606,100,"Plzeňská 8, Praha 15000",26230071,Dr.Max,Dr.Max LÉKÁRNA,Plzeňská 8,15000,Praha 5,,,2015,"Plzeňská 8, Praha 15000",Plzeňská
-744462.0299,-1044524.9606,100,"Plzeňská 8, Praha 15000",49621173,EUROPHARM,"EUROPHARM a.s., Lékárna Racek",Plzeňská 8/233,15000,Praha 5,Praha 5,Hl. m. Praha,2007,"Plzeňská 8, Praha 15000",Plzeňská
-744247.289900001,-1044480.5102,100,"Štefánikova 250, Praha 15000",49621173,BENU,BENU Lékárna,Štefánikova 250/6,15000,Praha 5,,,2015,"Štefánikova 250, Praha 15000",Štefánikova
-744184.408500001,-1043906.8952,100,"Štefánikova 6, Praha 15000",43657176,,Lékárna U Anděla,Štefánikova 6,15000,Praha 5,Praha 5,Hl. m. Praha,2007,"Štefánikova 6, Praha 15000",Štefánikova
-744386.485300001,-1040862.6103,100,"Jugoslávských partyzánů 636, Praha 16000",26230071,Dr.Max,Dr.Max LÉKÁRNA,Jugoslávských partyzánů 636/20,16000,Praha 6,,,2015,"Jugoslávských partyzánů 636, Praha 16000",Jugoslávských
-744386.485300001,-1040862.6103,100,"Jugoslávských partyzánů 20, Praha 16000",26779544,,"In.Invid. s.r.o., Lékárna Bubeneč",Jugoslávských partyzánů 20,16000,Praha 6,Praha 6,Hl. m. Praha,2007,"Jugoslávských partyzánů 20, Praha 16000",Jugoslávských
-746768.518599998,-1042764.4345,100,"Pod Marjánkou 1906, Praha 16900",49621173,BENU,BENU Lékárna,Pod Marjánkou 1906/12,16900,Praha 6,,,2015,"Pod Marjánkou 1906, Praha 16900",Pod
-746601.999899998,-1042845.0009,95.2,"Pod Marjánkou 1427, Praha 16900",61856681,,"HELA s.r.o., Lékárna Pod Marjánkou",Pod Marjánkou 12/1906,16900,Praha 6,Praha 6,Hl. m. Praha,2007,"Pod Marjánkou 12, Praha 16900",Pod
-744334.628400002,-1041363.3708,100,"Vítězné náměstí 13, Praha 16000",26230071,Dr.Max,Dr.Max LÉKÁRNA,Vítězné náměstí 13,16000,Praha 6,,,2015,"Vítězné náměstí 13, Praha 16000",Vítězné
-744334.628400002,-1041363.3708,100,"Vítězné náměstí 13, Praha 16000",49687832,,"Avicenum s.r.o., Lékárna Berytos",Vítězné náměstí 13,16000,Praha 6,Praha 6,Hl. m. Praha,2007,"Vítězné náměstí 13, Praha 16000",Vítězné
-741822.027800001,-1041942.3306,100,"Dukelských hrdinů 406, Praha 17000",26230071,Dr.Max,Dr.Max LÉKÁRNA,Dukelských hrdinů 406/23,17000,Praha 7,,,2015,"Dukelských hrdinů 406, Praha 17000",Dukelských
-741743.9987,-1041534.001,98.5,"Dukelských hrdinů 233, Praha 17000",70050791,,Lékárna Na Záchrance,Dukelských hrdinů 23/406,17000,Praha 7,Praha 7,Hl. m. Praha,2007,"Dukelských hrdinů 23, Praha 17000",Dukelských
-737879.8653,-1039192.7824,100,"Střelničná 2270, Praha 18000",26230071,Dr.Max,Dr.Max LÉKÁRNA,Střelničná 2270/46,18000,Praha 8,,,2015,"Střelničná 2270, Praha 18000",Střelničná
-737879.8653,-1039192.7824,100,"Střelničná 46, Praha 18000",26306662,BRL Center CZ,"BRL Center CZ s.r.o., A lékárna v Kauflandu",Střelničná 46/2270,18000,Praha 8,Praha 8,Hl. m. Praha,2007,"Střelničná 46, Praha 18000",Střelničná
-738866.726,-1041126.7814,100,"Zenklova 1545, Praha 18000",26230071,Dr.Max,Dr.Max LÉKÁRNA,Zenklova 1545/39,18000,Praha 8,,,2015,"Zenklova 1545, Praha 18000",Zenklova
