X,Y,Score,Match_addr,ICO,ZNACKA,NAZEV,ULICE,PSC,MESTO,OKRES,KRAJ,rok,addr
-745971.02809999883,-1124359.2725999989,,,70507937,,Lékárna Panacea - OOVL,,39175,Malšice 56,Tábor,Jihočeský kraj,2007,Malšice 56 39175
-748893.44660000131,-1119925.549899999,,,46633936,,Lékárna U Anděla strážce - OOVL,,39161,Opařany 121,Tábor,Jihočeský kraj,2007,Opařany 121 39161
-735599.19319999963,-1119660.5095999986,,,46633774,,Lékárna,Čs. armády 250,39111,Planá nad Lužnicí,Tábor,Jihočeský kraj,2007,"Čs. armády 250, Planá nad Lužnicí 39111"
-733769.76269999892,-1137109.5571000017,,,46633715,,Lékárna U Zlaté koruny,nám. Republiky 141,39201,Soběslav,Tábor,Jihočeský kraj,2007,"nám. Republiky 141, Soběslav 39201"
-735212.07660000026,-1119792.4014,,,46633936,,Lékárna U Anděla strážce,9. května 656,39002,Tábor,Tábor,Jihočeský kraj,2007,"9. května 656, Tábor 39002"
-734792.61670000106,-1120001.9959000014,,,46633774,,Lékárna U Svaté Anny,Bílkova 1440,39001,Tábor,Tábor,Jihočeský kraj,2007,"Bílkova 1440, Tábor 39001"
-734963.21819999814,-1119982.2602000013,,,70507937,,Lékárna Panacea,Budějovická 553,39001,Tábor,Tábor,Jihočeský kraj,2007,"Budějovická 553, Tábor 39001"
-734782.94480000064,-1119836.5223000012,,,46633936,,Bořivojova lékárna,Husovo náměstí 530/I,39002,Tábor,Tábor,Jihočeský kraj,2007,"Husovo náměstí 530, Tábor 39002"
-736359.42909999937,-1144930.1673999988,,,65953371,,Lékárna U Matky Boží Pomocné,nám. T. G. Masaryka 115,39181,Veselí nad Lužnicí,Tábor,Jihočeský kraj,2007,"nám. T. G. Masaryka 115, Veselí nad Lužnicí 39181"
-734963.21819999814,-1119982.2602000013,,,42362881,,Výdejna zdravotnické techniky,Budějovická 553,39001,Tábor,Tábor,Jihočeský kraj,2007,"Budějovická 553, Tábor 39001"
-848556.47100000083,-1047615.9212,,,48327247,,Lékárna U zlaté koruny,nám. Kryštofa Haranta 23,34953,Bezdružice,Tachov,Plzeňský kraj,2007,"nám. Kryštofa Haranta 23, Bezdružice 34953"
-848555.93169999868,-1050610.9692,,,48327247,,Lékárna U zlaté koruny -OOVL,Lázeňský dům Prusík 1,34952,Konstantinovy Lázně,Tachov,Plzeňský kraj,2007,"Lázeňský dům Prusík 1, Konstantinovy Lázně 34952"
-882600.80240000039,-1069144.695599999,,,26384523,,"LÉKÁRNÍCI 95 s.r.o., Lékárna Frontera",Střeble 21,34806,Rozvadov,Tachov,Plzeňský kraj,2007,"Střeble 21, Rozvadov 34806"
-759212.96209999919,-965356.53759999946,,,60281049,,"Lékárna Londýnská, s.r.o.",,40335,Libouchec 82,Ústí nad Labem,Ústecký kraj,2007,Libouchec 82 40335
-762734.89779999852,-959592.48250000179,,,27288790,,"Lékárna Petrovice, s.r.o.",,40337,Petrovice 118,Ústí nad Labem,Ústecký kraj,2007,Petrovice 118 40337
-764939.03819999844,-972267.7965000011,,,49621173,EUROPHARM,"EUROPHARM,a.s., Lékárna Labe",OC TESCO - Havířská ul.,40010,Ústí nad Labem,Ústí nad Labem,Ústecký kraj,2007,"OC TESCO - Havířská ul., Ústí nad Labem 40010"
-761723.9899999984,-973665.43789999932,,,00673544,,"Masarykova nemocnice Ústí nad Labem, Ústavní lékárna",Sociální péče 3316/12,40113,Ústí nad Labem,Ústí nad Labem,Ústecký kraj,2007,"Sociální péče 3316, Ústí nad Labem 40113"
-755915.13360000029,-975135.83540000021,,,44555172,,Lékárna,Mlýnská 368,40331,Ústí nad Labem-Neštěmice,Ústí nad Labem,Ústecký kraj,2007,"Mlýnská 368, Ústí nad Labem-Neštěmice 40331"
-625724.56670000032,-1198067.3596,,,60719451,,Hrušovanská lékárna s.r.o. - OOVL,,67164,Božice 384,Znojmo,Jihomoravský kraj,2007,Božice 384 67164
-620223.24430000037,-1210094.7509,,,26287897,,Lékárna Camellia,,67169,Hevlín 473,Znojmo,Jihomoravský kraj,2007,Hevlín 473 67169
-630769.90659999847,-1206209.0599999987,,,45655995,,Lékárna U svaté Alžběty - OOVL,,67128,Jaroslavice 99,Znojmo,Jihomoravský kraj,2007,Jaroslavice 99 67128
-632223.57620000094,-1189563.2069999985,,,62851535,,Lékárna Devětsil,,67161,Prosiměřice 172,Znojmo,Jihomoravský kraj,2007,Prosiměřice 172 67161
-634024.03720000014,-1180602.121199999,,,62851535,,Lékárna Devětsil - OOVL,,67138,Višňové 127,Znojmo,Jihomoravský kraj,2007,Višňové 127 67138
-641950.0709999986,-1195506.5775999986,,,41606892,,Lékárna Aesculap,Holandská 10,66902,Znojmo,Znojmo,Jihomoravský kraj,2007,"Holandská 10, Znojmo 66902"
-643055.39180000126,-1203931.6094999984,,,60719290,,Lékárna U Svatého Ducha s.r.o. - OOVL,Chvalovice-Hatě 183,66902,Znojmo,Znojmo,Jihomoravský kraj,2007,"Chvalovice-Hatě 183, Znojmo 66902"
-642764.26909999922,-1192199.6633,,,00092584,,"Nemocnice Znojmo, Ústavní lékárna ",MUDr. Jana Janského 11,67035,Znojmo,Znojmo,Jihomoravský kraj,2007,"MUDr. Jana Janského 11, Znojmo 67035"
-642596.01269999892,-1193738.5671,,,47907347,,"Lékárna U Černého orla  spol. s r.o., Lékárna Přímětická",,66902,Znojmo 419,Znojmo,Jihomoravský kraj,2007,Znojmo 419 66902
-684800.03559999913,-1163265.0998000018,,,62444905,,Lékárna Křinec,nám. Republiky 34,28933,Křinec,Nymburk,Středočeský kraj,2007,"nám. Republiky 34, Křinec 28933"
-679000.80389999971,-1037956.6807,,,26512297,,REGINNA PHARMA CZ a.s. U Bílého orla,nám. Republiky 213,28903,Městec Králové,Nymburk,Středočeský kraj,2007,"nám. Republiky 213, Městec Králové 28903"
-708034.43160000071,-1032013.9613999985,,,62482840,,Lékárna,Mírová 139,28923,Milovice,Nymburk,Středočeský kraj,2007,"Mírová 139, Milovice 28923"
-692337.80779999867,-1043192.6417,,,61631221,,Lékárna Na Kolonádě,nám. T. G. Masaryka 796,29001,Poděbrady,Nymburk,Středočeský kraj,2007,"nám. T. G. Masaryka 796, Poděbrady 29001"
-691516.16899999976,-1042580.9677999988,,,62448536,,Lékárna V aleji,V aleji 1340,29001,Poděbrady,Nymburk,Středočeský kraj,2007,"V aleji 1340, Poděbrady 29001"
-702047.1678000018,-1043093.6198000014,,,64730468,,Lékárna,Palackého náměstí 4,28912,Sadská,Nymburk,Středočeský kraj,2007,"Palackého náměstí 4, Sadská 28912"
-692222.19790000096,-1043050.195599999,,,48931209,,Prodejna zdravotnických potřeb,nám. T. G. Masaryka 984,29001,Poděbrady,Nymburk,Středočeský kraj,2007,"nám. T. G. Masaryka 984, Poděbrady 29001"
-724813.83529999852,-1034745.6475,,,27108929,,"Lékárna U Sv. Václava s.r.o., Lékárna U Polikliniky",J.Wolkera 341,25002,Brandýs n.L.- St.Boleslav,Praha-východ,Středočeský kraj,2007,"J.Wolkera 341, Brandýs n.L.- St.Boleslav 25002"
-724911.52600000054,-1034074.9354000017,,,27197123,,"TL - Pharma.s.r.o., Lékárna u nemocnice",Kostelecká 1959,25001,Brandýs n.L.- St.Boleslav,Praha-východ,Středočeský kraj,2007,"Kostelecká 1959, Brandýs n.L.- St.Boleslav 25001"
-723267.60229999945,-1033575.6362,,,27108929,,Lékárna U Sv. Václava s.r.o.,Mariánské náměstí 1344/103,25001,Brandýs n.L.- St.Boleslav,Praha-východ,Středočeský kraj,2007,"Mariánské náměstí 1344, Brandýs n.L.- St.Boleslav 25001"
-724435.73259999976,-1034513.8495,,,49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Lékárna  U Zlatého lva",Masarykovo nám. 95,25001,Brandýs n.L.- St.Boleslav,Praha-východ,Středočeský kraj,2007,"Masarykovo nám. 95, Brandýs n.L.- St.Boleslav 25001"
-725246.35680000111,-1035570.54,,,25128345,,Lékárna TILIA,Pražská 75,25001,Brandýs nad Labem,Praha-východ,Středočeský kraj,2007,"Pražská 75, Brandýs nad Labem 25001"
-732565.47929999977,-1053946.746,,,61499480,,"Hašva s.r.o. , Lékárna Průhonice",Objekt Hypernova,25101,Čestlice,Praha-východ,Středočeský kraj,2007,"Objekt Hypernova, Čestlice 25101"
-723924.78229999915,-1028278.5284999982,,,27108929,,"Lékárna U Sv. Václava s.r.o., Výdejna LHOTA",Boleslavská 36,27714,Dřísy,Praha-východ,Středočeský kraj,2007,"Boleslavská 36, Dřísy 27714"
-734157.50959999859,-1065066.7012999989,,,43751971,,Lékárna ALBA,,25168,Kamenice 473,Praha-východ,Středočeský kraj,2007,Kamenice 473 25168
-713111.67920000106,-1057414.2683,,,49850644,,Lékárna U MUZEA,nám. Smiřických 42,28163,Kostelec nad Černými Lesy,Praha-východ,Středočeský kraj,2007,"nám. Smiřických 42, Kostelec nad Černými Lesy 28163"
-726665.71930000186,-1055062.6092,,,27112951,,LÉKÁRNA u BÍLÉHO LVA,Černokostelecká 154,25101,Radošovice,Praha-východ,Středočeský kraj,2007,"Černokostelecká 154, Radošovice 25101"
-726950.04890000075,-1055947.6033000015,,,45874786,,Lékárna Říčany,Komenského nám. 1850,25101,Říčany,Praha-východ,Středočeský kraj,2007,"Komenského nám. 1850, Říčany 25101"
-727480.21350000054,-1055807.9343000017,,,60449501,,Lékárna Říčany,Masarykovo nám. 58,25101,Říčany,Praha-východ,Středočeský kraj,2007,"Masarykovo nám. 58, Říčany 25101"
-740704.65549999848,-1064589.2727,,,47569808,,Lékárna Jílové,Pod školkou 511,25401,Jílové u Prahy,Praha-západ,Středočeský kraj,2007,"Pod školkou 511, Jílové u Prahy 25401"
-778934.38639999926,-1071763.4168,,,66325838,,Lékárna URTICA,,26223,Jince 372,Příbram,Středočeský kraj,2007,Jince 372 26223
-763755.69449999928,-1093625.7369000018,,,46350471,,"LINEPHARM spol. s r.o., Lékárna U Zlatého kahanu",Krásná Hora nad Vlt. 28,26256,Krásná Hora nad Vltavou,Příbram,Středočeský kraj,2007,"Krásná Hora nad Vlt. 28, Krásná Hora nad Vltavou 26256"
-762256.80110000074,-1084096.242699999,,,47067021,,Lékárna U zámku - OOVL,Nečín 115,26213,Nečín,Příbram,Středočeský kraj,2007,"Nečín 115, Nečín 26213"
-756580.11540000141,-1074767.375500001,,,47067632,,Lékárna,nám. Jiřího z Poděbrad 64,26203,Nový Knín,Příbram,Středočeský kraj,2007,"nám. Jiřího z Poděbrad 64, Nový Knín 26203"
-756967.87680000067,-1100957.8658999987,,,49828762,,Lékárna,,26255,Petrovice 49,Příbram,Středočeský kraj,2007,Petrovice 49 26255
-779295.46810000017,-1084144.3099999987,,,42730953,,Lékárna U III. polikliniky,Čechovská 55,26105,Příbram,Příbram,Středočeský kraj,2007,"Čechovská 55, Příbram 26105"
-779807.22129999846,-1083252.6706999987,,,47515589,,Lékárna U Sv. Vojtěcha,nám. J. A. Alise 288,26101,Příbram,Příbram,Středočeský kraj,2007,"nám. J. A. Alise 288, Příbram 26101"
-778260.62840000167,-1082764.8823999986,,,61904228,,Lékárna U sv. Jakuba,nám. T.G.Masaryka 100,26101,Příbram,Příbram,Středočeský kraj,2007,"nám. T.G.Masaryka 100, Příbram 26101"
-778240.22819999978,-1082861.8960000016,,,46350527,,"PHARMGEST spol. s r.o., Lékárna",nám. T.G.Masaryka 123,26101,Příbram,Příbram,Středočeský kraj,2007,"nám. T.G.Masaryka 123, Příbram 26101"
-778182.31309999898,-1082587.823899999,,,27085031,,"Oblastní nemocnice Příbram a.s., Ústavní lékárna",U nemocnice 84,26101,Příbram,Příbram,Středočeský kraj,2007,"U nemocnice 84, Příbram 26101"
-779111.40370000154,-1083661.0396,,,42730392,,Lékárna SALVIA,Politických vězňů 523,26102,Příbram VII,Příbram,Středočeský kraj,2007,"Politických vězňů 523, Příbram VII 26102"
-742727.39209999889,-1100766.5157000013,,,49828762,,Lékárna,Komenského 303,25791,Sedlec - Prčice,Příbram,Středočeský kraj,2007,"Komenského 303, Sedlec - Prčice 25791"
-773201.79630000144,-1098207.8454000019,,,47515589,,Lékárna Arnika,Kozárovice 162,26284,Zalužany,Příbram,Středočeský kraj,2007,"Kozárovice 162, Zalužany 26284"
-778222.55550000072,-1082711.3630000018,,,61098892,,Výdejna prostředků zdravotnické techniky,Na Příkopech 102,26101,Příbram I,Příbram,Středočeský kraj,2007,"Na Příkopech 102, Příbram I 26101"
-782634.25869999826,-1042955.46,,,25122592,,Lékárna Křivoklát spol. s r.o.,Ke Kolečku 50,27023,Křivoklát,Rakovník,Středočeský kraj,2007,"Ke Kolečku 50, Křivoklát 27023"
-792482.14840000123,-1033628.9054999985,,,25277961,,"Interpharmac, s.r.o., Lékárna Pampeliška",Dukelských hrdinů 200,26901,Rakovník,Rakovník,Středočeský kraj,2007,"Dukelských hrdinů 200, Rakovník 26901"
-782694.20569999889,-1027698.5786,,,61492248,,Lékárna U Sv. Antonína - OOVL,,27054,Řevničov 45,Rakovník,Středočeský kraj,2007,Řevničov 45 27054
-742767.62070000172,-1043717.2531,,,00879444,,"Nemocnice Na Františku, Lékárna Palackého",Palackého 5/720,11592,Praha 1,Praha 1,Hl. m. Praha,2007,"Palackého 5, Praha 11592"
-742691.31419999897,-1043392.5528,,,26905795,,"BUCARD INDUSTRY, a.s., Lékárna Můstek","Stanice metra A, výstup Můstek",11000,Praha 1,Praha 1,Hl. m. Praha,2007,"Stanice metra A, výstup Můstek, Praha 11000"
-744608.14559999853,-1042810.9987,,,73634085,,"Nemocnice Milosrdných sester, Ústavní lékárna ",Vlašská 36/336,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"Vlašská 36, Praha 11000"
-742313.80959999934,-1042611.6552,,,26490684,,"Zdravpro s.r.o., Výdejna ZP",Revoluční 19/765,11593,Praha 1,Praha 1,Hl. m. Praha,2007,"Revoluční 19, Praha 11593"
-739319.8915,-1044786.071699999,,,00023817,,Státní ústav pro kontrolu léčiv,Šrobárova 48/49,10041,Praha 10,Praha 10,Hl. m. Praha,2007,"Šrobárova 48, Praha 10041"
-741152.56109999865,-1045538.0236,,,49239627,,Lékárna,Sámova 4/220,10000,Praha 10,Praha 10,Hl. m. Praha,2007,"Sámova 4, Praha 10000"
-738113.25129999965,-1045079.4026000015,,,26425742,,"BH plus s.r.o., Lékárna STAROSTRAŠNICKÁ",Starostrašnická 174,10000,Praha 10,Praha 10,Hl. m. Praha,2007,"Starostrašnická 174, Praha 10000"
-737076.43739999831,-1044182.7437000014,,,26367700,,"Plzeňská lékárna k.s., Lékárna Divizna",Troilova 20/475,10000,Praha 10,Praha 10,Hl. m. Praha,2007,"Troilova 20, Praha 10000"
-740714.3040000014,-1045683.8935999982,,,25864173,,"Stavovská s.r.o., Lékárna Vršovická",Vršovická 38,10100,Praha 10,Praha 10,Hl. m. Praha,2007,"Vršovická 38, Praha 10100"
-739309.08630000055,-1049637.8073000014,,,26688573,,"AMEBA PRAHA, s.r.o., Lékárna CHRPA",Krejnická 2021,14900,Praha 11,Praha 11,Hl. m. Praha,2007,"Krejnická 2021, Praha 14900"
-738863.02360000089,-1050255.6116,,,44846258,,Lékárna AESCULAP,Šustova 1930,14900,Praha 11,Praha 11,Hl. m. Praha,2007,"Šustova 1930, Praha 14900"
-737398.02,-1052264.1022000015,,,40776328,,Lékárna Šeberov,K Hrnčířům 263,14900,Praha-Šeberov,Praha 11,Hl. m. Praha,2007,"K Hrnčířům 263, Praha-Šeberov 14900"
-744181.86930000037,-1051935.7542,,,25136143,,"PHARMA 97, s.r.o., Lékárna Scarabeus",Plovdivská 3405,14300,Praha 12,Praha 12,Hl. m. Praha,2007,"Plovdivská 3405, Praha 14300"
-742774.378800001,-1051152.9914,,,71625615,,Lékárna Kamýk,Vosátkova 1/285,14800,Praha 12,Praha 12,Hl. m. Praha,2007,"Vosátkova 1, Praha 14800"
-742208.89279999956,-1050944.7236,,,49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Lékárna Jasná",Zdislavická 538,14200,Praha 12,Praha 12,Hl. m. Praha,2007,"Zdislavická 538, Praha 14200"
-740934.65469999984,-1053657.873,,,16459547,,Lékárna Libušská,Libušská 65/157,14200,Praha-Libuš,Praha 12,Hl. m. Praha,2007,"Libušská 65, Praha-Libuš 14200"
-752138.49089999869,-1045598.1413,,,27213030,,"LAVITURA a.s., Lékárna Jaro","Nákup. centrum Globus, Sárská 5/133",15500,Praha 13,Praha 13,Hl. m. Praha,2007,"Nákup. centrum Globus, Sárská 5, Praha 15500"
-749480.91200000048,-1045902.7212,,,25774310,,"Novopharm s.r.o., Lékárna CARDIOLA",Nárožní,15800,Praha 13,Praha 13,Hl. m. Praha,2007,"Nárožní, Praha 15800"
-749391.56190000102,-1046118.5601,,,26230071,Dr.Max,"Česká lékárna a.s., Dr. Max Lékárna",Pod Hranicí 15/1344,15500,Praha 13,Praha 13,Hl. m. Praha,2007,"Pod Hranicí 15, Praha 15500"
-748658.625,-1046425.438099999,,,26512297,,"REGINNA PHARMA CZ a.s., Lékárna Lípa",Seydlerova 11/2451,15500,Praha 13,Praha 13,Hl. m. Praha,2007,"Seydlerova 11, Praha 15500"
-751204.40430000052,-1047597.6501,,,45845034,,Lékárna TILIA,Jáchymovská 5/258,15500,Praha-Řeporyje,Praha 13,Hl. m. Praha,2007,"Jáchymovská 5, Praha-Řeporyje 15500"
-751576.59820000082,-1048040.2,,,61279439,,Lékárna Řeporyje,Ořešská 4/104,15500,Praha-Řeporyje,Praha 13,Hl. m. Praha,2007,"Ořešská 4, Praha-Řeporyje 15500"
-752477.5099,-1044795.8354,,,71736573,,Zličínská lékárna,Nedašovská 6/376,15521,Praha-Zličín,Praha 13,Hl. m. Praha,2007,"Nedašovská 6, Praha-Zličín 15521"
-752811.84209999815,-1045464.0524,,,25565907,,"Pharmazet, s.r.o., Lékárna Metropole Zličín",Řevnická 1/121,15521,Praha-Zličín,Praha 13,Hl. m. Praha,2007,"Řevnická 1, Praha-Zličín 15521"
-732809.47830000147,-1042346.7320999987,,,61281077,,Lékárna U Rajské zahrady,Cíglerova 1139,19800,Praha 14,Praha 14,Hl. m. Praha,2007,"Cíglerova 1139, Praha 19800"
-731978.45930000022,-1044591.7709,,,71567887,,Lékárna v Dolních Počernicích,Českobrodská 79,19012,Praha-Dolní Počernice,Praha 14,Hl. m. Praha,2007,"Českobrodská 79, Praha-Dolní 19012"
-725431.76900000125,-1045261.6477,,,26206340,,"SEBE s.r.o., Klánovická lékárna",Slavětínská 771,19014,Praha-Klánovice,Praha 14,Hl. m. Praha,2007,"Slavětínská 771, Praha-Klánovice 19014"
-736521.69060000032,-1047711.493,,,27213030,,"LAVITURA a.s., Lékárna Elixír","OC INTERSPAR, Švehlova 32/1391",10200,Praha 15,Praha 15,Hl. m. Praha,2007,"OC INTERSPAR, Švehlova 32, Praha 10200"
-733754.29699999839,-1049512.1821000017,,,60469170,,"SANITMA-PRAHA s.r.o.,Lékárna Scarabeus",Veronské náměstí 403,10900,Praha 15,Praha 15,Hl. m. Praha,2007,"Veronské náměstí 403, Praha 10900"
-731978.4803000018,-1047989.7503000014,,,69058652,,Lékárna DUBEČ,Starodubečská 99,10700,Praha-Dubeč,Praha 15,Hl. m. Praha,2007,"Starodubečská 99, Praha-Dubeč 10700"
-728929.9001000002,-1053653.0617000014,,,61383881,,Lékárna U Krále Jiřího - OOVL,Mírová 106,10300,Praha-Kolovraty,Praha 15,Hl. m. Praha,2007,"Mírová 106, Praha-Kolovraty 10300"
-734431.12099999934,-1045881.6664,,,25531603,,"Rent-Pharm, a.s., Lékárna Europark",Nákupní 3/389,10200,Praha-Štěrboholy,Praha 15,Hl. m. Praha,2007,"Nákupní 3, Praha-Štěrboholy 10200"
-742585.91160000116,-1045539.071699999,,,26693046,,"Unicorn Management s.r.o., Lékárna U Jednorožce",Jaromírova 37/484,12000,Praha 2,Praha 2,Hl. m. Praha,2007,"Jaromírova 37, Praha 12000"
-743475.41739999875,-1044789.6964000016,,,62929691,,Lékárna V PODSKALÍ,Podskalská 20/1909,12000,Praha 2,Praha 2,Hl. m. Praha,2007,"Podskalská 20, Praha 12000"
-743083.33130000159,-1044661.8607,,,00064165,,"VFN, Nemocniční lékárna ",U Nemocnice 2,12808,Praha 2,Praha 2,Hl. m. Praha,2007,"U Nemocnice 2, Praha 12808"
-743456.65370000154,-1045225.0214999989,,,63839181,,Lékárna Pod Vyšehradem,Vratislavova 2/33,12000,Praha 2,Praha 2,Hl. m. Praha,2007,"Vratislavova 2, Praha 12000"
-743226.41739999875,-1044736.6976,,,61381594,,Lékárna U Spasitele,Vyšehradská 24,12000,Praha 2,Praha 2,Hl. m. Praha,2007,"Vyšehradská 24, Praha 12000"
-743129.72210000083,-1044229.4617,,,25759761,,"Thuasne CR s.r.o., Výdejna ZP",Karlovo náměstí 9,12000,Praha 2,Praha 2,Hl. m. Praha,2007,"Karlovo náměstí 9, Praha 12000"
-730992.04050000012,-1042138.5064999983,,,49621173,EUROPHARM,"EUROPHARM a.s., Lékárna CČM",Chlumecká 6/765,19300,Praha 20,Praha 20,Hl. m. Praha,2007,"Chlumecká 6, Praha 19300"
-740170.43290000036,-1044443.7232,,,49687832,,"Avicenum s.r.o., Lékárna U Maimonida","Palác Flora, Vinohradská 149",13000,Praha 3,Praha 3,Hl. m. Praha,2007,"Palác Flora, Vinohradská 149, Praha 13000"
-741442.78319999948,-1048239.602299999,,,65412109,,"CTM PHARM s.r.o., Lékárna  Budějovická",Antala Staška 80/1670,14046,Praha 4,Praha 4,Hl. m. Praha,2007,"Antala Staška 80, Praha 14046"
-738508.3882,-1048211.1178000011,,,49279564,,Lékárna U Červeného raka,Bělčická 2922,14000,Praha 4,Praha 4,Hl. m. Praha,2007,"Bělčická 2922, Praha 14000"
-740772.76850000024,-1048364.580499999,,,26463598,,"Dr.MADER Pharma s.r.o., Lékárna Metro Kačerov",Budějovická 45/614,14021,Praha 4,Praha 4,Hl. m. Praha,2007,"Budějovická 45, Praha 14021"
-741496.11870000139,-1048098.007100001,,,65412109,,"CTM PHARM s.r.o., Lékárna CTM",Budějovická 64/1667,14046,Praha 4,Praha 4,Hl. m. Praha,2007,"Budějovická 64, Praha 14046"
-738979.25070000067,-1050901.9292000011,,,62424211,,Lékárna Flora,Jana Růžičky 1231,14800,Praha 4,Praha 4,Hl. m. Praha,2007,"Jana Růžičky 1231, Praha 14800"
-743720.96590000018,-1050718.8548999988,,,25456237,,"PRONATAL NORD, s.r.o., Lékárna PRONATAL PHARMA",Na Dlouhé mezi 4/12,14700,Praha 4,Praha 4,Hl. m. Praha,2007,"Na Dlouhé mezi 4, Praha 14700"
-744317.64680000022,-1048750.3193,,,25633741,,Lékárna U Lidušky,Nad Malým mýtem 2b/1747,14700,Praha 4,Praha 4,Hl. m. Praha,2007,"Nad Malým mýtem 2b, Praha 14700"
-743285.63639999926,-1046099.4899999984,,,25109944,,Lékárna v Podolí s.r.o.,Podolská 152/137,14000,Praha 4,Praha 4,Hl. m. Praha,2007,"Podolská 152, Praha 14000"
-743323.02100000158,-1045770.0018999986,,,00023698,,"ÚPMD, Ústavní lékárna ",Podolské nábřeží 157,14710,Praha 4,Praha 4,Hl. m. Praha,2007,"Podolské nábřeží 157, Praha 14710"
-739510.73409999907,-1053835.951099999,,,00064190,,"FTN, Ústavní lékárna",Vídeňská 800,14059,Praha 4,Praha 4,Hl. m. Praha,2007,"Vídeňská 800, Praha 14059"
-740825.78750000149,-1050545.939100001,,,00023001,,"IKEM, Ústavní lékárna",Vídeňská 9/1958,14021,Praha 4,Praha 4,Hl. m. Praha,2007,"Vídeňská 9, Praha 14021"
-747747.23090000078,-1043753.6968999989,,,00023884,,"Nemocnice Na Homolce, Ústavní lékárna",Roentgenova 2,15030,Praha 5,Praha 5,Hl. m. Praha,2007,"Roentgenova 2, Praha 15030"
-748775.69590000063,-1043799.8704,,,00064203,,"FN v Motole, Ústavní lékárna",V Úvalu 1/84,15006,Praha 5,Praha 5,Hl. m. Praha,2007,"V Úvalu 1, Praha 15006"
-747095.50389999896,-1055752.2835,,,71091271,,Lékárna Slunce,Pirnerova 1395,15600,Praha-Zbraslav,Praha 5,Hl. m. Praha,2007,"Pirnerova 1395, Praha-Zbraslav 15600"
-746472.41640000045,-1055157.113499999,,,70952949,,Lékárna U Školy,U Lékárny 598,15600,Praha-Zbraslav,Praha 5,Hl. m. Praha,2007,"U Lékárny 598, Praha-Zbraslav 15600"
-746542.73580000177,-1054996.449000001,,,27164110,,Zbraslavská lékárna s.r.o.,Zbraslavské náměstí 457,15600,Praha-Zbraslav,Praha 5,Hl. m. Praha,2007,"Zbraslavské náměstí 457, Praha-Zbraslav 15600"
-747747.23090000078,-1043753.6968999989,,,45788537,,"HEINDL s.r.o., Zdravotnické pomůcky",Roentgenova 2,15030,Praha 5,Praha 5,Hl. m. Praha,2007,"Roentgenova 2, Praha 15030"
-746580.08150000125,-1055961.5145,,,63992353,,"DOWELL spol. s r.o., Výdejna ZP",Žitavského 539,15600,Praha-Zbraslav,Praha 5,Hl. m. Praha,2007,"Žitavského 539, Praha-Zbraslav 15600"
-753165.57990000024,-1039489.4930999987,,,49687832,,"Avicenum s.r.o., Lékárna Europe",Aviatická 12/1048,16008,Praha 6,Praha 6,Hl. m. Praha,2007,"Aviatická 12, Praha 16008"
-744563.67229999974,-1041565.986099999,,,61382981,,"Ústav leteckého zdravotnictví, Ústavní lékárna  ",Generála Píky 1/229,16000,Praha 6,Praha 6,Hl. m. Praha,2007,"Generála Píky 1, Praha 16000"
-751773.43789999932,-1040744.6612000018,,,25454552,,"Dekron a.s., Lékárna Letiště Ruzyně","Terminál sever 2, K Letišti 6/1019",16100,Praha 6,Praha 6,Hl. m. Praha,2007,"Terminál sever 2, K Letišti 6, Praha 16100"
-746866.41919999942,-1042150.4855,,,61383082,,"Ústřední vojenská nemocnice, Ústavní lékárna ",U Vojenské nemocnice 1200,16000,Praha 6,Praha 6,Hl. m. Praha,2007,"U Vojenské nemocnice 1200, Praha 16000"
-750408.08300000057,-1041599.2056,,,25134221,,Lékárna Na Dědině,Vlastina 888,16000,Praha 6,Praha 6,Hl. m. Praha,2007,"Vlastina 888, Praha 16000"
-740059.40700000152,-1041663.6012,,,61858366,,"ISCARE I.V.F. a.s., Lékárna LIGHTHOUSE",Jankovcova 2c/1569,17000,Praha 7,Praha 7,Hl. m. Praha,2007,"Jankovcova 2c, Praha 17000"
-738999.41369999945,-1037999.7366,,,27096360,,"Lékárna metro Ládví, s.r.o.","Burešova,stanice metra C Ládví",18200,Praha 8,Praha 8,Hl. m. Praha,2007,"Burešova,stanice metra C Ládví, Praha 18200"
-742009.4963000007,-1038295.405099999,,,26857049,,"WEILCHEN a.s., Lékárna",Lodžská 26/399,18000,Praha 8,Praha 8,Hl. m. Praha,2007,"Lodžská 26, Praha 18000"
-737774.93910000101,-1037625.4355,,,25655612,,"Farmacia Flora s.r.o., Lékárna Kobylisy","Pod Sídlištěm,stanice metra",18200,Praha 8,Praha 8,Hl. m. Praha,2007,"Pod Sídlištěm,stanice metra, Praha 18200"
-741915.02290000021,-1037964.3535000011,,,00064220,,"PL Bohnice, Ústavní lékárna ",Ústavní 91,18102,Praha 8,Praha 8,Hl. m. Praha,2007,"Ústavní 91, Praha 18102"
-737624.45459999889,-1037211.8748,,,63837129,,Lékárna Ďáblice,Ke Kinu 7/159,18200,Praha-Ďáblice,Praha 8,Hl. m. Praha,2007,"Ke Kinu 7, Praha-Ďáblice 18200"
