adresa,znacka_2015,x,zmena,znacka_1999,nazev_1999,nazev_2007,y,nazev_2015,znacka_2007
"Troilova 475, Praha 10800",,-737076.9970000014,n,,,,-1044183.0012000017,Lékárna Arlego,
"Troubelice 385, Troubelice 78383",,-556870.6160000004,n,,,,-1095511.2787999995,OOVL - L U Salvátora,
"Trousilova 1031, Praha 18200",,-740114.1574000008,n,,,,-1038948.2050999999,"Lékárna ""U Alberta""",
"Trávnická 2, Prostějov 79601",BENU,-557950.6413000003,y,,Lékárna Centrum,Lékárna Centrum,-1134069.9688999988,BENU Lékárna,
"Trávník 29, Přerov 75000",,-533485.9503000006,n,,,,-1138520.3999000005,Lékárna Zlatý zubr s.r.o.,
"Tršice 28, Tršice 78357",,-539171.6361000016,n,,,,-1128750.4195000008,OOVL Tršice,
"Turenská 565, Kostelec nad Labem 27713",Dr.Max,-729028.949000001,y,,,"Lékárny Lloyds s.r.o., Lékárna Kostelec",-1029249.2300999984,Dr.Max LÉKÁRNA,Lékárny Lloyds
"Turpišova 275, Chrastava 46331",,-693676.2479999997,n,,Lékárna,Lékárna,-967867.0007999986,Lékárna Chrastava,
"Tusarova 1152, Praha 17000",,-740610.9649999999,n,,,,-1041758.1033000015,LÉKÁRNA VITAPHARMA,
"Tylova 1, Plzeň 30100",Dr.Max,-823464.7148000002,n,,,,-1069802.4202000014,Dr.Max LÉKÁRNA,
"Tylova 39, Plzeň 30100",BENU,-823169.1968999989,y,,,"EUROPHARM a.s., Lékárna U zlatého slunce",-1069889.8409999982,BENU Lékárna,EUROPHARM
"Tylova 584, Holýšov 34562",,-844540.1871000007,n,,,Lékárna,-1083736.1270999983,Lékárna Holýšov,
"Tylova 6, Olomouc 77200",,-547453.7166999988,n,,Lékárna,"Pharmacia, s.r.o., Lékárna U Červeného kostela",-1121521.510499999,Lékárna U Červeného kostela,
"Tylova 812, Jičín 50601",,-671815.6451999992,n,,Lékárna,"Oblastní nemocnice Jičín a.s., Lékárna U Brány",-1013113.0828999989,Lékárna U Brány,
"Tyršova 144, Sedlčany 26401",Dr.Max,-748852.2265999988,n,,,,-1090321.7688000016,Dr.Max LÉKÁRNA,
"Tyršova 1732, Kuřim 66434",Dr.Max,-601325.1711000018,n,,,,-1148931.0676000006,Dr.Max LÉKÁRNA,
"Tyršova 2076, Benešov u Prahy 25601",,-728522.4461999983,n,,,,-1079301.6356999986,Lékárna Na Zámecké,
"Tyršova 239, Horní Cerekev 39403",,-689160.8465000018,n,,Lékárna U Trojice,Lékárna U Trojice,-1136059.6072999984,OOVL - L U Sv. Kateřiny,
"Tyršova 243, Mariánské Lázně 35301",BENU,-866697.5471000001,n,,,,-1038199.5901000015,BENU Lékárna,
"Tyršova 29, Brno 61200",,-599472.3552000001,n,,,,-1157504.015900001,Lékárna U Elišky,
"Tyršova 34, Ostrava - Moravská Ostrava 70200",Agel,-470276.8894999996,n,,,,-1101422.2454999983,LÉKÁRNA AGEL,
"Tyršova 394, Semily 51301",,-670945.3495000005,n,,Lékárna na poliklinice,"PLATAN, s.r.o.,Lékárna Na Poliklinice",-994766.5018000007,Lékárna Na poliklinice - Platan s.r.o.,
"Tyršova 579, Chotěboř 58301",,-658984.0012999997,n,,,Lékárna U Havlíčka,-1095273.375500001,U Havlíčka,
"Tyršova 603, Velká Bíteš 59501",,-625042.9127999991,n,,,"Sdružení AURA, s.r.o., Lékárna AURA",-1147011.1882999986,Lékárna AURA,
"Tyršova 693, Jemnice 67531",,-675211.0874000005,n,,,,-1171790.2074999996,Lékárna ALEXANDRA,
"Tyršova 724, Zliv 37344",Devětsil JST,-761944.2063999996,y,,Lékárna Devětsil,"Devětsil JST s.r.o., Lékárna",-1154743.7545000017,"Devětsil JST, s.r.o.",Devětsil JST
"Tyršova 737, Rakovník 26901",,-791430.1081000008,n,,Lékárna U zlatého lva,Lékárna U zlatého lva,-1034435.1706000008,U Zlatého lva,
"Tyršova 828, Benešov u Prahy 25601",,-728736.6708999984,n,,,,-1079281.7545000017,LÉKÁRNA - INNERA s.r.o.,
"Tyršova 869, Trmice 40004",Dr.Max,-763675.4472999983,y,,,"Eurolékárna s.r.o., Lékárna",-976776.0643999986,Dr.Max LÉKÁRNA,Eurolékárna
"Tyršova 896, Bakov nad Jizerou 29401",,-700339.1493000016,n,,Lékárna,Lékárna,-1004750.1757999994,Lékárna Bakov,
"Tyršova 976, Kolín II 28002",,-689143.5934999995,n,,Lékárna TYRŠOVA,Lékárna TYRŠOVA,-1057230.5903000012,Tyršova,
"Tyršovo nábřeží 5498, Zlín 76001",Dr.Max,-521090.2804000005,n,,,,-1164667.9726000018,Dr.Max LÉKÁRNA,
"Tyršovo nám. 225, Hostomice 26724",,-773659.9906000011,n,,Lékárna Arnika,Lékárna U tří zvonků - OOVL,-1068135.2989000008,OOVL - L U Tří zvonků,
"Tyršovo náměstí 112-113, Roztoky u Prahy 25263",,-743717.885400001,n,,,,-1034615.5929999985,Lékárna Tyršovo náměstí,
"Tyršovo náměstí 1970, Louny 44001",,-782581.2879000008,n,,,Lékarna Na Tyršově náměstí,-1007501.5824000016,Lékárna Tableta,
"Tyršovo náměstí 299, Choceň 56501",,-615882.5819999985,n,,,,-1068647.8249000013,Lékárna Na Náměstí,
"Táboritská 26, Praha 13000",,-740277.1345000006,n,,,,-1043939.2228000015,Lékárna Olše,
"Táborská 2025, Černošice 25228",,-752419.7674000002,n,,,,-1057109.3548999988,Lékárna Na Vráži u sv.Kryštofa,
"Táborská 230, Brno 61500",,-596229.8112999983,n,,,,-1161244.9943999983,Židenická Lékárna,
"Táborská 59, Praha 14000",,-742041.7366999984,n,,Lékárna U SVATÉ ANNY,"Remedis, s.r.o., Nuselská lékárna",-1046026.4019999988,Nuselská lékárna,
"Tázlerova 251, Turnov 51101",,-683702.1889000013,n,,,,-994877.8216999993,Lékárna V Hloubce,
"Těrlická 1298, Horní Suchá 73535",,-456940.51099999994,n,,Lékárna U Dvora,Lékárna U Dvora,-1106683.1165999994,Lékárna U Dvora,
"Těšany 380, Těšany 66454",,-588348.8667000011,n,,,,-1179332.5,Lékárna Těšany,
"Těšnov 5, Praha 11000",,-741684.9996999986,y,INPHARMA,"INPHARMA, s.r.o.","Lékárny Lloyds s.r.o., Lékárna Těšnov",-1042756.0001999997,Lékárna Těšnov,Lékárny Lloyds
"Těšínská 44, Opava 74601",,-495776.3040000014,n,,,Lékárna Tesco Opava,-1088582.1699,Lékárna Silesia,
"Tř. 1. máje 633, Horní Bříza 33012",,-822023.0111000016,n,,,,-1058999.2881999984,V Lékařském domě,
"Tř. Kosmonautů 1082, Olomouc 77900",,-545931.2115999982,n,,,,-1121985.0769999996,Lékárna AVE s.r.o.,
"Tř. Maršála Malinovského 1304, Uherské Hradiště 68601",Dr.Max,-537210.003800001,n,,,,-1181922.1865999997,Dr.Max LÉKÁRNA,
"Tř. Osvobození 1388, Otrokovice 76502",BENU,-530757.3728,n,,,,-1166465.1889999993,BENU Lékárna,
"Tř. T. Bati 3910, Zlín 76001",,-520114.53170000017,n,,,,-1165234.7851999998,Modrá lékárna,
"Tř. Václava Klementa 1459, Mladá Boleslav 29301",Dr.Max,-702955.7985000014,n,,,,-1011015.8013000004,Dr.Max LÉKÁRNA,
"Tř.T. Bati 398, Zlín-Louky 76302",,-524565.6041000001,n,,,,-1166016.2525000013,Lékárna Economy,
"Třebovická 5114, Ostrava - Třebovice 72200",,-477113.8944000006,n,,,,-1100847.0516000018,Lékárna U Vítka,
"Třeboňská 215, Chlum u Třeboně 37804",,-722871.0194000006,n,,Lékárna Aura,Lékárna U Růže - OOVL ,-1172427.3381999992,OOVL - Zámecká lékárna,
"Třída Bedřicha Smetany 1214, Nový Bydžov 50401",,-664692.1757999994,n,,,,-1035581.4849999994,Lékárna U Haltufů,
"Třída Josefa II. 78, Horní Maršov 54226",,-636104.075100001,n,,,,-992560.8018000014,OOVL - L Lékárna Ave Maria,
"Třída svobody 32, Olomouc 77900",,-547055.6083000004,n,,,,-1121990.0828999989,Lékárna na Poliklinice II,
"U Fortny 49, Opava 74601",BENU,-496906.183699999,n,,,,-1087473.634399999,BENU Lékárna,
"U Hadích lázní 1168, Teplice 41501",,-775148.9978,n,,,,-976259.0051000006,Jasmín,
"U Jandovky 2, Vyškov 68201",Dr.Max,-569616.5011,n,,,,-1154888.4299000017,Dr.Max LÉKÁRNA,
"U Katovny 2023, Litoměřice 41201",Plzeňská lékárna,-756725.4448999986,n,,,,-990513.1510000005,U Katovny,
"U Kostela 4754, Jablonec nad Nisou 46604",Dr.Max,-680638.4100000001,n,,,"Česká lékárna, a.s., Lékárna Kaufland",-978154.4624999985,Dr.Max LÉKÁRNA,Dr.Max
"U Letiště 2, Plzeň 32001",Dr.Max,-825166.8962999992,n,,,,-1071442.6400000006,Dr.Max LÉKÁRNA,
"U Lomu 638, Zlín 76001",,-521394.22520000115,n,,,,-1166093.2456,Lékárna Tomášov,
"U Nemocnice 1, Děčín 40599",,-745929.1053999998,n,,,,-964675.6928000003,Lékárna Nemocnice Děčín,
"U Nemocnice 128, Domažlice 34401",,-860054.5568000004,n,,,Lékárna U anděla strážce,-1098412.0588000007,Lékárna U Anděla strážce,
"U Nemocnice 2, Praha 12808",,-743083.3313000016,n,,,"VFN, Nemocniční lékárna ",-1044661.8607000001,Nemocniční lékárna VFN v Praze,
"U Nemocnice 380, Jindřichův Hradec 37738",,-715049.5808000006,n,,,,-1153143.9979000017,Lékárna Nemocnice Jindřichův Hradec,
"U Nemocnice 84, Příbram I 26126",,-778182.313099999,n,,,,-1082587.8238999993,Lékárna Oblastní nemocnice Příbram,
"U Nemocnice č.592, Libina 78805",,-556119.5086999983,n,,,,-1088624.9466000013,LÉKÁRNA LIBINA,
"U Nádraží 2565, Písek 39701",Dr.Max,-774869.4265000001,n,,,,-1127164.998300001,Dr.Max LÉKÁRNA,
"U Nádraží 529, Teplice 41501",Dr.Max,-775845.9968000017,y,,,"PALES, s.r.o., Lékárna U Nádraží",-975730.004999999,Dr.Max LÉKÁRNA,
"U Nákladního nádraží 848, Valašské Meziříčí 75701",Dr.Max,-496971.4202999994,n,,,,-1139272.1378000006,Dr.Max LÉKÁRNA,
"U Pivovarské zahrady 793, Ústí n. Labem 40007",,-758192.3707000017,n,,,,-975696.3887000009,Remedium - HŠ,
"U Porcelánky 1017, Chodov 35735",Dr.Max,-858633.7052999996,n,,,,-1008909.5802999996,Dr.Max LÉKÁRNA,
"U Pošty 10, Přerov II - Předmostí 75124",,-535201.8423000015,n,,,,-1136979.8995999992,U Zlatého mamuta,
"U Pošty 14, Brno 62500",Dr.Max,-601597.2421000004,y,,"Protetika CZ, s.r.o.","APOTHEKA U POŠTY, s.r.o., Lékárna U Pošty",-1163391.0258000009,Dr.Max LÉKÁRNA,
"U Radnice 99, Kasejovice 33544",,-801128.4583999999,n,,,Lékárna ARNIKA  s.r.o. - OOVL,-1104899.2109999992,OOVL - L Arnika,
"U Skleníků 1490, Havířov - Prostřední Suchá 73564",Dr.Max,-460134.1176000014,n,,,,-1107421.8726999983,Dr.Max LÉKÁRNA,
"U Slávie 1527, Praha 10100",Dr.Max,-739683.9552999996,n,,,,-1045641.3453000002,Dr.Max LÉKÁRNA,
"U Solných mlýnů 2, Olomouc-Holice 78371",,-544575.6031000018,n,,,,-1123284.9188,Lékárna 510,
"U Stadionu 1234, Mladá Boleslav 29301",BENU,-703314.6381999999,n,,,,-1010194.5843000002,BENU Lékárna,
"U Stadionu 1640, Havířov - Podlesí 73601",Dr.Max,-459561.1559000015,n,,,,-1109629.2124999985,Dr.Max LÉKÁRNA,
"U Stadionu 239, Chvaletice 53312",,-672722.7441999987,n,,,,-1058189.3630000018,Lékárna Chvaletice,
"U Stadionu 473, Město Touškov 33033",Devětsil JST,-831167.555300001,n,,,"Devětsil JST s.r.o., Svatojánská lékárna",-1064954.3805,Svatojánská lékárna,Devětsil JST
"U Tržiště 2204, Velké Meziříčí 59401",BENU,-638501.5909000002,n,,,,-1139099.2052000016,BENU Lékárna,
"U Třicátku 399, Strání 68765",,-521508.8343000002,n,,,Lékárna Strání,-1201330.1862999983,Lékárna Strání,
"U Tří lvů 294, České Budějovice 37001",,-755511.879900001,n,,,"Lékárna Rožnov s.r.o., U Tří lvů",-1166590.6053000018,Lékárna U Tří lvů,
"U Tří mostů 844, Svitavy 56802",Dr.Max,-600864.3856000006,n,,,,-1097928.6191999987,Dr.Max LÉKÁRNA,
"U Tůfarky 113, Čejkovice 69615",,-577568.324000001,n,,,,-1195641.5353999995,Lékárna Čejkovice,
"U Vojenské nemocnice 1200, Praha 16902",,-746866.4191999994,n,,,,-1042150.4855000004,Nemocniční lékárna ÚVN,
"U Zastávky 203, Ratíškovice 69602",,-561073.6130999997,n,,,,-1195336.8665999994,LÉKÁRNA POD BŘEČŤANEM s.r.o.,
"U Zbrojnice, Brno - Chrlice 64300",,-595532.997200001,n,,,,-1167769.1585000008,OOVL - L Jemelkova,
"U dálnice 744, Modřice 66442",Dr.Max,-597070.193500001,n,,,,-1167473.3586999997,Dr.Max LÉKÁRNA,
"U kostela 5, Jablonec nad Nisou 46604",,-680714.2776000015,n,,Lékárna 04 - 06 Mšeno,,-978058.9539999999,Mšeno,
"U lékárny 306, Odolena Voda 25070",,-741265.5280999988,n,,,,-1027191.682500001,Lékárna Odolena Voda,
"U lékárny 598, Praha 15600",,-746471.9552999996,y,Červený bod,"Lékárna U školy, Červený bod, s.r.o.",,-1055157.8647000007,Lékárna Pharmacia,
"U nemocnice 1, Břeclav 69074",,-583503.8682000004,n,,,Lékárna NEMOCNICE BŘECLAV,-1211755.4963000007,Lékárna Nemocnice Břeclav,
"U nemocnice 980, Valašské Meziříčí 75742",Agel,-496207.2822000012,n,,,,-1140917.4838000014,LÉKÁRNA AGEL,
"U plynárny 64, Praha 14000",Dr.Max,-739800.4259000011,n,,,,-1046969.7049999982,Dr.Max LÉKÁRNA,
"U polikliniky 1289, Veselí nad Moravou 69801",,-544152.6821000017,n,,,"Moravské lékárny, s.r.o. Lékárna na poliklinice",-1193838.5676000006,LÉKÁRNA NA POLIKLINICE,
"U pošty 17, Chrast u Chrudimě 53851",,-637772.3907000013,n,,,,-1077299.6228,Lékárna,
"U výstaviště 182, Přerov 75002",,-534165.5720999986,n,,,,-1137553.0667000003,Lékárna U Výstaviště,
"U zdravotního střediska 33, Rohovládová Bělá 53343",,-658600.5293000005,n,,,,-1051671.5293000005,OOVL - L U Zlatého raka,
"U školy 17, Klecany 25067",,-742239.5846000016,n,,Lékárna,Lékárna Klecany s.r.o.,-1033040.3621000014,Lékárna Klecany,
"Ukrajinská 13, Praha 10100",,-740922.0298999995,n,,Lékárna  U Magistra,Lékárna U MAGISTRA,-1045765.0912999995,U Magistra,
"Unhošťská 2533, Kladno 27201",,-763146.5881999992,n,,Lékárna ARBORPLUS,Lékárna ARBORPLUS,-1035338.6339000016,U Zlatého draka,
"Urbinská 236, OC Kaufland, Český Krumlov 38101",BENU,-769684.7355000004,n,,,,-1182411.449000001,BENU Lékárna,
"V Bezovce 4, Plzeň 30100",,-823164.4745999984,n,,,"SINDAPHARM s.r.o., Lékárna V Bezovce",-1070981.5606999993,Lékárna v Bezovce,
"V Celnici 10, Praha 11000",Dr.Max,-742059.1986000016,y,,,"Lékárny Lloyds s.r.o., Millenium Plaza",-1043030.931499999,Dr.Max LÉKÁRNA,Lékárny Lloyds
"V Celnici 1031, Praha 11000",,-742178.6473999992,n,,,,-1043052.8454999998,Lékárna V Celnici,
"V Jirchářích 62, Ústí n. Labem 40001",,-760551.9514000006,n,,,,-976241.1433000006,Centrum,
"V Kasárnách 1019, Kolín II 28002",,-689001.5883000009,n,,,,-1056320.9640999995,Lékárna Salvia,
"V Konírnách 519, Milovice 28923",,-708621.3836999983,n,,,,-1031648.4244000018,Milovická lékárna,
"V Mešníku 5088, Ostrava - Třebovice 72200",,-477021.0817999989,n,,,,-1101093.2377000004,Lékárna V Mešníku,
"V Olšinách 449, Praha 10000",BENU,-738421.9985000007,n,,,,-1045374.0003000014,BENU Lékárna,
"V Zahradách 319, Kralice nad Oslavou 67573",,-627583.8704999983,n,,,,-1157282.685899999,OOVL - Kralice,
"V humnech 1582, Kunovice 68604",,-537168.7545000017,n,,"MED-FP, s.r.o.",,-1184312.8775000013,MED-FP s.r.o.,
"V třešňovce 232, Praha 19000",Dr.Max,-737169.9974999987,n,,,,-1043184.0001000017,Dr.Max LÉKÁRNA,
"V Úvalu 84, Praha 15006",,-748723.3962999992,n,,,,-1043825.0791999996,Lékárna FN v Motole,
"V Úvoze 860, Frýdlant 46401",,-683665.9965999983,n,,,,-956821.003800001,Lékárna Nemocnice Frýdlant s.r.o.,
"Vacenovice 43, Vacenovice 69606",,-559927.9728999995,n,,,,-1192557.136,OOVL - L POD BŘEČŤANEM s.r.o.,
"Vacov 65, Vacov 38486",,-807333.7166000009,n,,,,-1140699.3403000012,Lékárna,
"Vajgar 724, Jindřichův Hradec 37701",,-713789.6457999982,n,,,,-1153283.257100001,Diana,
"Vajgarská 1141, Praha 19800",Dr.Max,-733169.9754999988,y,,Kyjská lékárna,"LÉKÁRNA BIOREGENA, s.r.o.",-1042733.1112999991,Dr.Max LÉKÁRNA,
"Valašská Bystřice 316, Valašská Bystřice 75627",,-487135.3585000001,n,,,,-1147117.2575999983,OOVL,
"Valdštejnova 1364, Cheb 35002",,-888039.1347000003,n,,,,-1022429.6422000006,Lékárna Valdštejnova,
"Vaníčkova 1318, Ústí n. Labem 40001",,-761285.1623000018,n,,,,-975970.6904999986,Vaníčkova,
"Vančurova 1548, Kladno 27259",,-765601.5931000002,n,,,,-1033784.2518000007,Ústavní lékárna,
"Vančurova 451, Nový Jičín 74101",,-493008.0135000013,n,,Lékárna ASTRA,,-1126258.7980000004,Lékárna ASTRA,
"Vaňkova 225, Nové Město pod Smrkem 46365",,-673900.809799999,n,,,Lékárna Lužice,-958032.0137000009,Lékárna Pod Smrkem,
"Vašíčkova 3081, Kladno 27204",,-766777.8561000004,n,,,,-1032984.2939000018,Lékárna ENERGIE,
"Ve Vaňkovce 1, Brno 60200",Dr.Max,-597820.4354999997,n,,,,-1161491.5157000013,Dr.Max LÉKÁRNA,
"Vejvanovského 374, Kroměříž 76701",,-539795.5353999995,n,,Lékárna U zlatého hada,"MORAVACOP spol. s r.o., Lékárna",-1155077.9844000004,MORAVACOP spol. s r.o.,
"Velebudická 3270, Most 43401",BENU,-790563.0898000002,n,,,,-991421.871100001,BENU Lékárna,
"Velehradská 3254, Kroměříž 76701",BENU,-540599.7604999989,n,,,,-1156692.9070999995,BENU Lékárna,
"Velkomoravská 1, Hodonín 69501",,-564425.7208000012,n,,,,-1202729.9167999998,Lékárna U Jakuba,
"Velkomoravská 303, Lužice 69618",,-568875.0927999988,n,,Lékárna Na Podluží,"LÉKÁRNA NA PODLUŽÍ, s.r.o.",-1204172.6059000008,Lékárna Na Podluží,
"Velkopavlovická 25, Brno 62800",,-594213.753899999,n,,"Lékárna NOVA PHARM CS, s.r.o.","Lékárna D. L. PHARMA, s.r.o.",-1160047.6284999996,Lékárna Vinohrady,
"Velká Krajská 52, Litoměřice 41201",,-756476.1689000018,n,,,,-990868.1906000003,U Matky Boží,
"Velká Losenice 11, Velká Losenice 59211",,-651177.4671999998,n,,,,-1111943.5834,"OOVL - L M+K Havlíček s.r.o., Lékárna Na náměstí",
"Velká nad Veličkou 155, Velká nad Veličkou 69674",,-535311.6737999991,n,,,,-1202090.7230999991,HORŇÁCKÁ LÉKÁRNA s.r.o.,
"Velká nad Veličkou 682, Velká nad Veličkou 69674",,-535664.6708999984,n,,,,-1201916.9417999983,LÉKÁRNA NA DOLINĚ,
"Velké Albrechtice 323, Velké Albrechtice 74291",,-489584.17969999835,n,,,,-1108537.2311000004,Lékárna Štěstí,
"Velké Hamry 439, Velké Hamry 46845",,-670686.6922999993,n,,,,-982114.2905000001,Velké Hamry,
"Velké Karlovice 130, Velké Karlovice 75606",,-475793.6688000001,n,,,,-1154491.8332000002,OOVL - L Nový Hrozenkov,
"Velké Valy 237, Nymburk 28802",,-697750.2052999996,n,,,,-1037978.8414999992,Lékárna Na Valech,
"Velké nám. 3, Králíky 56169",,-576734.1169999987,n,,,,-1063544.1548000015,Lékárna U Černého orla,
"Velké náměstí 106, Kroměříž 76701",,-540045.4633000009,n,,Lékárna,Lékárna,-1155173.9686999992,Lékárna Velké náměstí,
"Velké náměstí 222, Strakonice 38601",,-792746.3933999985,n,,Lékárna U červeného hroznu,"T H O W T, s.r.o., Lékárna U Červeného hroznu",-1128760.881099999,U Červeného hroznu,
"Velké náměstí 29, Hradec Králové 50002",Plzeňská lékárna,-640829.8414000012,y,,Lékárna U zlatého lva,,-1042359.6284000017,Lékárna U Zlatého lva,
"Velké náměstí 6, Písek 39701",,-774290.449000001,n,,Lékárna U svaté Anny,Lékárna U svaté Anny,-1126074.506099999,Lékárna U sv. Anny,
"Velký Újezd 173, Velký Újezd 78355",,-530682.1154999994,n,,,,-1124742.6689000018,OOVL - L Na středisku,
"Veltruská 558, Praha 19000",,-737192.3343999982,n,,Lékárna Královka,,-1039949.7613000013,Lékárna Královka,
"Vendryně 215, Vendryně 73994",,-442311.5861000009,n,,,,-1123668.4910000004,OOVL - L. Herba,
"Veronské nám. 403, Praha 10900",Dr.Max,-733754.8264000006,n,,,,-1049512.442400001,Dr.Max LÉKÁRNA,
"Veselská 108, Dolní Bukovsko 37365",,-745035.4979999997,n,,,Lékárna U Matky Boží Pomocné - OOVL,-1145322.8764999993,OOVL - L U Matky Boží Pomocné,
"Veselská 663, Praha 19900",Dr.Max,-736421.1475999989,y,,,"Lékárny Lloyds s.r.o., Lékárna TESCO Letňany",-1038546.5302000009,Dr.Max LÉKÁRNA,Lékárny Lloyds
"Veverkova 1631, Hradec Králové 50002",,-642331.7404000014,n,,,"Lékárna REMEDIKA, s.r.o.",-1042581.9516000003,Lékárna Remedika,
"Veveří 46, Brno 60200",,-598649.9105999991,n,,,,-1160099.0976999998,Lékárna Korunka,
"Veřovice 530, Veřovice 74273",,-485574.2430999987,n,,,,-1133239.6895999983,OOVL - L Javorník,
"Vilémovská 500, Velký Šenov 40778",,-732140.6849000007,n,,,,-942935.6942000017,OOVL - L Dolní Poustevna s.r.o.,
"Viniční 235, Brno 61500",,-595525.311900001,n,,"EURYS PHARMACY, s.r.o.",Lékárna Viniční,-1160014.8779999986,Lékárna Viniční,
"Vinohradská 1318, Praha 12000",,-741024.9976999983,n,,,,-1044404.0023000017,Lékárna U Krále Jiřího,
"Vinohradská 151, Praha 13000",BENU,-739515.3980999999,n,,,,-1044526.9046999998,BENU Lékárna,
"Vinohradská 1596, Praha 12000",Dr.Max,-741835.4662999995,n,,,,-1044197.6026999988,Dr.Max LÉKÁRNA,
"Vinohradská 176, Praha 13000",,-740396.9943999983,n,,,"MULTIENERGO a.s., Lékárna Vinohrady",-1044465.0042000003,Lékárna Vinohrady,
"Vinohradská 1784, Praha 13000",BENU,-740161.9968000017,n,,,,-1044478.0022,BENU Lékárna,
"Vinohradská 196, Praha 13000",,-739033.9554999992,n,,"Lékárna SCARABEUS, s.r.o","SANITMA-PRAHA s.r.o.,Lékárna Scarabeus",-1044606.942499999,SCARABEUS,
"Vinohradská 24, Praha 12000",,-738496.8794,n,,,"Vinohradská lékárna, s.r.o.",-1044765.1504000016,Vinohradská lékárna,
"Vinohradská 3217, Praha 10000",,-738249.3594999984,n,,,,-1044755.5001999997,Lékárna Vinice,
"Vinohradská 343, Praha 12000",,-742091.9959999993,n,,,,-1044069.0029999986,Lékárna nad Muzeem,
"Vinohradská 606, Dolní Němčí 68762",,-529328.8240999989,n,,Lékárna,Lékárna,-1192768.4089000002,Lékárna,
"Vinohradská 65, Praha 12000",,-741409.9979000017,n,,Lékárna U zlatého lva,"MK PHARMA CENTRAL s.r.o., Lékárna U Zlatého lva",-1044360.2038999982,U zlatého lva,
"Vinohrady 8, Brno 63900",,-599363.8310999982,n,,Lékárna Alerga,,-1162036.9497999996,Lékárna Alerga,
"Višňová 1, Most 43401",,-790322.6297999993,n,,"Lékárna MOFA, s.r.o.","MOFA, s.r.o., Lékárna MOFA",-990415.9450999983,MOFA,
"Višňové 127, Višňové 67138",,-634024.0372000001,n,,,,-1180602.121199999,OOVL - L ARNICA,
"Vladislav č. 76, Vladislav 67501",,-642797.0494000018,n,,,,-1154041.6722000018,OOVL - L U sv. Martina,
"Vlašská 336, Praha 11833",,-744608.1455999985,n,,,,-1042810.9987000003,Lék.Nem.Milosrd.sester sv.K.Boromejského v Praze,
"Vltavská 6, Brno 62500",,-601623.4202000014,n,,,,-1163174.8291999996,LÉKÁRNA NA VLTAVSKÉ,
"Vltavínská 1289, Třebíč 67401",,-650885.6939999983,n,,Lékárna,"Lékárna Vltavínská, s.r.o.",-1153786.496100001,LÉKÁRNA VLTAVÍNSKÁ s.r.o.,
"Vlčnov 1045, Vlčnov 68761",,-529788.2936999984,n,,,,-1188540.9263999984,Lékárna Vlčnov,
"Vlčnovská 2514, Uherský Brod 68801",Dr.Max,-525001.1827999987,n,,,,-1187550.4582999982,Dr.Max LÉKÁRNA,
"Voctářova 2401, Praha 18000",Dr.Max,-739251.5676000006,n,,,,-1041863.9902000017,Dr.Max LÉKÁRNA,
"Vodičkova 40, Praha 11000",Dr.Max,-742571.9996000007,y,,,"Lekia a.s., Lékárna Vodičkova",-1043671.0047999993,Dr.Max LÉKÁRNA,
"Vodičkova 715, Praha 11000",,-742702.9957000017,n,,,,-1043770.0022,Lékárna Vodičkova 23,
"Vodní 13, Uherské Hradiště 68601",,-537747.5733000003,n,,Lékárna U sv. Alžběty,"Městská poliklinika u sv. Alžběty, Lékárna",-1180770.3343000002,U sv.Alžběty,
"Vodní 4545, Prostějov 79601",,-558899.6827000007,n,,,,-1134234.5964000002,Lékárna Centrum zdraví,
"Vodní 56, Kroměříž 76701",,-539977.6717000008,n,,Lékárna U Madony,"POLIMEDCENTRUM Zlatý lev s.r.o., Lékárna U Madony",-1155173.4576999992,"POLIMEDCENTRUM ZLATÝ LEV s.r.o.,Lékárna U Madony",
"Vodní 5a, Blansko 67801",,-593761.6611000001,n,,,Lékárna Helios,-1142627.3995000012,Lékárna Helios,
"Vodárenská 3653, Mělník 27601",Dr.Max,-734337.6158000007,n,,,,-1014220.6317000017,Dr.Max LÉKÁRNA,
"Vodňanská 51, Prachatice 38301",Dr.Max,-789476.3566000015,y,,,Lékárna U Bílého Lva,-1156931.7459999993,Dr.Max LÉKÁRNA,
"Vojtíškova 1783, Praha 14900",Dr.Max,-738682.6506000012,n,,,,-1050539.689100001,Dr.Max LÉKÁRNA,
"Vojtěšská 237, Kutná Hora 28430",,-685736.3247000016,n,,,,-1066398.7036000006,Lékárna u nemocnice,
"Voldušská 750, Rokycany 33722",,-806219.4919000007,n,,,,-1071967.445799999,"Lékárna Panacea, Rokycanská nemocnice .a.s.",
"Volgogradská 2972, Tábor 39005",Dr.Max,-734153.7349999994,n,,,"Česká lékárna a.s., Dr. Max Lékárna",-1122061.6094000004,Dr.Max LÉKÁRNA,Dr.Max
"Voskovcova 1035, Praha 15200",,-747443.0692000017,n,,Lékárna MODERN PHARMACY,Lékárna U Lotosu,-1048844.4525000006,Lékárna MEDICIPHARM,
"Vosátkova 1, Praha 14200",,-742774.9398000017,n,,,,-1051153.3024000004,Kamýk,
"Vraclavská 1600, Šenov 73934",,-464682.87420000136,n,,,,-1107619.365600001,Šenovská lékárna,
"Vranovská 92, Poběžovice 34522",,-867673.6887000017,n,,Lékárna,Lékárna,-1089260.7496999986,Lékárna,
"Vratimovská 220, Václavovice 73984",,-465084.00360000134,n,,,,-1111068.614500001,OOVL - L Michálkovická,
